Make,Model,Year,Total,Pass,Pass %,Fail,Fail %,area1,area2,area3,area4,area5,area6,area7,area8,area9,area10,area11,area12,area13,area14,area15,area16,area17,area18,area19,area20,area21,area22,area23,area24,area25,area26,Incomplete,Incomplete %
FORD,STREETKA,2004.00,14.00,7.00,50.00,7.00,50.00,1.00,7.10,3.00,21.40,0.00,0.00,0.00,0.00,2.00,14.30,0.00,0.00,3.00,21.40,1.00,7.10,0.00,0.00,0.00,0.00,1.00,7.10,2.00,14.30,0.00,0.00,0.00,0.00
FORD,STREETKA,2005.00,6.00,3.00,50.00,3.00,50.00,1.00,16.70,1.00,16.70,1.00,16.70,0.00,0.00,1.00,16.70,0.00,0.00,0.00,0.00,0.00,0.00,1.00,16.70,1.00,16.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FORD,STREETKA,2006.00,5.00,2.00,40.00,3.00,60.00,0.00,0.00,1.00,20.00,0.00,0.00,2.00,40.00,1.00,20.00,0.00,0.00,1.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,40.00,1.00,20.00,0.00,0.00,0.00,0.00
FORD,TOURNEO,2005.00,1.00,0.00,0.00,1.00,100.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FORD,TOURNEO,2006.00,10.00,4.00,40.00,6.00,60.00,4.00,40.00,2.00,20.00,2.00,20.00,1.00,10.00,1.00,10.00,1.00,10.00,3.00,30.00,3.00,30.00,1.00,10.00,1.00,10.00,2.00,20.00,1.00,10.00,0.00,0.00,0.00,0.00
FORD,TOURNEO,2007.00,126.00,26.00,20.60,100.00,79.40,37.00,29.40,53.00,42.10,26.00,20.60,15.00,11.90,26.00,20.60,22.00,17.50,48.00,38.10,20.00,15.90,5.00,4.00,12.00,9.50,31.00,24.60,11.00,8.70,0.00,0.00,0.00,0.00
FORD,TOURNEO,2008.00,86.00,21.00,24.40,65.00,75.60,20.00,23.30,32.00,37.20,19.00,22.10,14.00,16.30,14.00,16.30,5.00,5.80,21.00,24.40,14.00,16.30,5.00,5.80,4.00,4.70,14.00,16.30,13.00,15.10,0.00,0.00,0.00,0.00
FORD,TOURNEO,2009.00,22.00,10.00,45.50,12.00,54.50,1.00,4.50,5.00,22.70,3.00,13.60,2.00,9.10,1.00,4.50,3.00,13.60,4.00,18.20,1.00,4.50,2.00,9.10,0.00,0.00,4.00,18.20,1.00,4.50,0.00,0.00,0.00,0.00
FORD,TOURNEO,2010.00,25.00,13.00,52.00,12.00,48.00,3.00,12.00,6.00,24.00,6.00,24.00,2.00,8.00,3.00,12.00,3.00,12.00,2.00,8.00,5.00,20.00,0.00,0.00,2.00,8.00,2.00,8.00,6.00,24.00,0.00,0.00,0.00,0.00
FORD,TOURNEO,2011.00,17.00,8.00,47.10,9.00,52.90,5.00,29.40,7.00,41.20,4.00,23.50,2.00,11.80,0.00,0.00,1.00,5.90,1.00,5.90,2.00,11.80,1.00,5.90,2.00,11.80,3.00,17.60,2.00,11.80,0.00,0.00,0.00,0.00
FORD,TOURNEO,2012.00,22.00,11.00,50.00,11.00,50.00,2.00,9.10,6.00,27.30,3.00,13.60,1.00,4.50,3.00,13.60,3.00,13.60,0.00,0.00,3.00,13.60,1.00,4.50,1.00,4.50,1.00,4.50,2.00,9.10,0.00,0.00,0.00,0.00
FORD,TOURNEO,2013.00,21.00,10.00,47.60,11.00,52.40,4.00,19.00,2.00,9.50,2.00,9.50,0.00,0.00,0.00,0.00,3.00,14.30,0.00,0.00,0.00,0.00,2.00,9.50,1.00,4.80,0.00,0.00,1.00,4.80,0.00,0.00,0.00,0.00
FORD,TOURNEO,2014.00,88.00,44.00,50.00,44.00,50.00,17.00,19.30,14.00,15.90,6.00,6.80,3.00,3.40,7.00,8.00,4.00,4.50,1.00,1.10,2.00,2.30,5.00,5.70,0.00,0.00,3.00,3.40,3.00,3.40,0.00,0.00,0.00,0.00
FORD,TOURNEO,2015.00,71.00,42.00,59.20,29.00,40.80,15.00,21.10,7.00,9.90,1.00,1.40,0.00,0.00,1.00,1.40,2.00,2.80,0.00,0.00,0.00,0.00,1.00,1.40,0.00,0.00,0.00,0.00,4.00,5.60,0.00,0.00,2.00,2.80
FORD,TOURNEO,2016.00,41.00,31.00,75.60,10.00,24.40,0.00,0.00,4.00,9.80,0.00,0.00,0.00,0.00,3.00,7.30,0.00,0.00,0.00,0.00,0.00,0.00,2.00,4.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,7.30
FORD,TOURNEO,2017.00,39.00,21.00,53.80,18.00,46.20,6.00,15.40,0.00,0.00,1.00,2.60,0.00,0.00,2.00,5.10,0.00,0.00,0.00,0.00,1.00,2.60,1.00,2.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,23.10
FORD,TOURNEO,2018.00,2.00,1.00,50.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FORD,TOURNEO CONNECT,2004.00,2.00,0.00,0.00,2.00,100.00,0.00,0.00,1.00,50.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,2.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
FORD,TOURNEO CONNECT,2008.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00
FORD,TOURNEO CONNECT,2015.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FORD,TOURNEO CONNECT,2016.00,6.00,3.00,50.00,3.00,50.00,1.00,16.70,1.00,16.70,0.00,0.00,0.00,0.00,1.00,16.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,16.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FORD,TOURNEO CONNECT,2017.00,3.00,2.00,66.70,1.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,33.30
FORD,TOURNEO CONNECT,2018.00,2.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00
FORD,TRANSIT,2002.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FORD,TRANSIT,2003.00,5.00,1.00,20.00,4.00,80.00,1.00,20.00,1.00,20.00,1.00,20.00,3.00,60.00,1.00,20.00,0.00,0.00,3.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00
FORD,TRANSIT,2004.00,4.00,2.00,50.00,2.00,50.00,1.00,25.00,0.00,0.00,1.00,25.00,0.00,0.00,0.00,0.00,1.00,25.00,1.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FORD,TRANSIT,2005.00,1.00,0.00,0.00,1.00,100.00,1.00,100.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
FORD,TRANSIT,2006.00,45.00,9.00,20.00,36.00,80.00,19.00,42.20,11.00,24.40,17.00,37.80,8.00,17.80,12.00,26.70,6.00,13.30,21.00,46.70,12.00,26.70,3.00,6.70,3.00,6.70,8.00,17.80,8.00,17.80,0.00,0.00,0.00,0.00
FORD,TRANSIT,2007.00,28.00,4.00,14.30,24.00,85.70,9.00,32.10,11.00,39.30,8.00,28.60,6.00,21.40,4.00,14.30,2.00,7.10,9.00,32.10,5.00,17.90,0.00,0.00,3.00,10.70,9.00,32.10,6.00,21.40,0.00,0.00,0.00,0.00
FORD,TRANSIT,2008.00,16.00,5.00,31.30,11.00,68.80,4.00,25.00,5.00,31.30,4.00,25.00,2.00,12.50,0.00,0.00,1.00,6.30,5.00,31.30,1.00,6.30,1.00,6.30,2.00,12.50,2.00,12.50,1.00,6.30,0.00,0.00,0.00,0.00
FORD,TRANSIT,2009.00,5.00,2.00,40.00,3.00,60.00,1.00,20.00,1.00,20.00,2.00,40.00,2.00,40.00,0.00,0.00,1.00,20.00,1.00,20.00,1.00,20.00,0.00,0.00,0.00,0.00,2.00,40.00,2.00,40.00,0.00,0.00,0.00,0.00
FORD,TRANSIT,2010.00,4.00,1.00,25.00,3.00,75.00,1.00,25.00,2.00,50.00,1.00,25.00,2.00,50.00,1.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
FORD,TRANSIT,2011.00,4.00,1.00,25.00,3.00,75.00,1.00,25.00,1.00,25.00,1.00,25.00,1.00,25.00,0.00,0.00,2.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00
FORD,TRANSIT,2012.00,8.00,3.00,37.50,5.00,62.50,1.00,12.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,1.00,12.50,0.00,0.00,0.00,0.00,1.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FORD,TRANSIT,2013.00,35.00,23.00,65.70,12.00,34.30,2.00,5.70,4.00,11.40,1.00,2.90,2.00,5.70,3.00,8.60,1.00,2.90,0.00,0.00,1.00,2.90,0.00,0.00,0.00,0.00,2.00,5.70,1.00,2.90,0.00,0.00,0.00,0.00
FORD,TRANSIT,2014.00,115.00,67.00,58.30,48.00,41.70,10.00,8.70,16.00,13.90,5.00,4.30,3.00,2.60,18.00,15.70,7.00,6.10,4.00,3.50,2.00,1.70,1.00,0.90,3.00,2.60,3.00,2.60,18.00,15.70,0.00,0.00,1.00,0.90
FORD,TRANSIT,2015.00,34.00,19.00,55.90,15.00,44.10,7.00,20.60,3.00,8.80,4.00,11.80,1.00,2.90,4.00,11.80,3.00,8.80,1.00,2.90,2.00,5.90,1.00,2.90,2.00,5.90,1.00,2.90,2.00,5.90,0.00,0.00,1.00,2.90
FORD,TRANSIT,2016.00,41.00,29.00,70.70,12.00,29.30,1.00,2.40,3.00,7.30,0.00,0.00,1.00,2.40,6.00,14.60,2.00,4.90,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.40,1.00,2.40,1.00,2.40,0.00,0.00,1.00,2.40
FORD,TRANSIT,2017.00,98.00,67.00,68.40,31.00,31.60,18.00,18.40,7.00,7.10,0.00,0.00,0.00,0.00,6.00,6.10,2.00,2.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,2.00,2.00
FORD,TRANSIT,2018.00,11.00,10.00,90.90,1.00,9.10,1.00,9.10,0.00,0.00,0.00,0.00,0.00,0.00,1.00,9.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FORD,TRANSIT 2.2TDCI 290 CUSTOM ECO,2016.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FORD,TRANSIT 330 LWB TD 5DR,2014.00,2.00,2.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FORD,TRANSIT U 13 SEATS 260 SWB,2008.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FQHL,VAUXHALL,2010.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FSO,OTHER,1982.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FSO,OTHER,1984.00,1.00,0.00,0.00,1.00,100.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GMC,OTHER,1995.00,2.00,1.00,50.00,1.00,50.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
GOWRINGS,OTHER,2006.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HOLDEN,OTHER,2002.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HOLDEN,OTHER,2005.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00
HOLDEN,OTHER,2006.00,2.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HOLDEN,OTHER,2007.00,4.00,1.00,25.00,3.00,75.00,1.00,25.00,1.00,25.00,0.00,0.00,2.00,50.00,0.00,0.00,0.00,0.00,1.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,75.00,1.00,25.00,0.00,0.00,0.00,0.00
HOLDEN,OTHER,2011.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
HOLDEN,OTHER,2015.00,1.00,0.00,0.00,1.00,100.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HONDA,ACCORD,1987.00,1.00,0.00,0.00,1.00,100.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HONDA,ACCORD,1990.00,2.00,2.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HONDA,ACCORD,1991.00,3.00,1.00,33.30,2.00,66.70,1.00,33.30,1.00,33.30,1.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,1.00,33.30,1.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,1.00,33.30,0.00,0.00,0.00,0.00
HONDA,ACCORD,1992.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HONDA,ACCORD,1993.00,2.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HONDA,ACCORD,1994.00,2.00,1.00,50.00,1.00,50.00,1.00,50.00,1.00,50.00,1.00,50.00,1.00,50.00,0.00,0.00,1.00,50.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00
HONDA,ACCORD,1995.00,4.00,3.00,75.00,1.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,25.00,1.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,25.00,0.00,0.00,0.00,0.00
HONDA,ACCORD,1996.00,8.00,1.00,12.50,7.00,87.50,1.00,12.50,1.00,12.50,6.00,75.00,1.00,12.50,0.00,0.00,1.00,12.50,0.00,0.00,4.00,50.00,0.00,0.00,0.00,0.00,2.00,25.00,0.00,0.00,1.00,12.50,0.00,0.00
HONDA,ACCORD,1997.00,6.00,3.00,50.00,3.00,50.00,1.00,16.70,1.00,16.70,2.00,33.30,0.00,0.00,0.00,0.00,1.00,16.70,0.00,0.00,1.00,16.70,0.00,0.00,1.00,16.70,1.00,16.70,0.00,0.00,0.00,0.00,0.00,0.00
HONDA,ACCORD,1998.00,22.00,4.00,18.20,18.00,81.80,2.00,9.10,5.00,22.70,9.00,40.90,4.00,18.20,0.00,0.00,4.00,18.20,3.00,13.60,9.00,40.90,1.00,4.50,2.00,9.10,5.00,22.70,5.00,22.70,0.00,0.00,0.00,0.00
HONDA,ACCORD,1999.00,55.00,14.00,25.50,41.00,74.50,10.00,18.20,17.00,30.90,17.00,30.90,8.00,14.50,8.00,14.50,10.00,18.20,9.00,16.40,12.00,21.80,7.00,12.70,8.00,14.50,11.00,20.00,5.00,9.10,1.00,1.80,0.00,0.00
HONDA,ACCORD,2000.00,63.00,24.00,38.10,39.00,61.90,11.00,17.50,13.00,20.60,16.00,25.40,9.00,14.30,9.00,14.30,4.00,6.30,5.00,7.90,13.00,20.60,0.00,0.00,6.00,9.50,11.00,17.50,5.00,7.90,0.00,0.00,0.00,0.00
HONDA,ACCORD,2001.00,82.00,17.00,20.70,65.00,79.30,13.00,15.90,26.00,31.70,33.00,40.20,15.00,18.30,14.00,17.10,12.00,14.60,15.00,18.30,26.00,31.70,2.00,2.40,9.00,11.00,23.00,28.00,7.00,8.50,0.00,0.00,0.00,0.00
HONDA,ACCORD,2002.00,105.00,39.00,37.10,66.00,62.90,8.00,7.60,22.00,21.00,32.00,30.50,16.00,15.20,11.00,10.50,9.00,8.60,10.00,9.50,28.00,26.70,0.00,0.00,6.00,5.70,22.00,21.00,7.00,6.70,0.00,0.00,0.00,0.00
HONDA,ACCORD,2003.00,330.00,140.00,42.40,190.00,57.60,39.00,11.80,104.00,31.50,72.00,21.80,20.00,6.10,46.00,13.90,11.00,3.30,10.00,3.00,57.00,17.30,7.00,2.10,29.00,8.80,19.00,5.80,15.00,4.50,2.00,0.60,0.00,0.00
HONDA,ACCORD,2004.00,667.00,255.00,38.20,412.00,61.80,83.00,12.40,221.00,33.10,179.00,26.80,54.00,8.10,79.00,11.80,23.00,3.40,21.00,3.10,134.00,20.10,13.00,1.90,60.00,9.00,74.00,11.10,20.00,3.00,6.00,0.90,2.00,0.30
HONDA,ACCORD,2005.00,878.00,374.00,42.60,504.00,57.40,90.00,10.30,281.00,32.00,226.00,25.70,57.00,6.50,110.00,12.50,28.00,3.20,19.00,2.20,171.00,19.50,8.00,0.90,74.00,8.40,76.00,8.70,29.00,3.30,5.00,0.60,0.00,0.00
HONDA,ACCORD,2006.00,793.00,366.00,46.20,427.00,53.80,73.00,9.20,213.00,26.90,158.00,19.90,75.00,9.50,78.00,9.80,21.00,2.60,20.00,2.50,129.00,16.30,8.00,1.00,67.00,8.40,83.00,10.50,17.00,2.10,7.00,0.90,1.00,0.10
HONDA,ACCORD,2007.00,574.00,281.00,49.00,293.00,51.00,58.00,10.10,148.00,25.80,127.00,22.10,47.00,8.20,75.00,13.10,17.00,3.00,13.00,2.30,95.00,16.60,4.00,0.70,32.00,5.60,55.00,9.60,12.00,2.10,3.00,0.50,0.00,0.00
HONDA,ACCORD,2008.00,905.00,384.00,42.40,521.00,57.60,74.00,8.20,237.00,26.20,237.00,26.20,75.00,8.30,115.00,12.70,25.00,2.80,18.00,2.00,190.00,21.00,23.00,2.50,77.00,8.50,101.00,11.20,32.00,3.50,9.00,1.00,0.00,0.00
HONDA,ACCORD,2009.00,352.00,150.00,42.60,202.00,57.40,20.00,5.70,84.00,23.90,72.00,20.50,33.00,9.40,38.00,10.80,3.00,0.90,15.00,4.30,56.00,15.90,27.00,7.70,33.00,9.40,45.00,12.80,6.00,1.70,0.00,0.00,0.00,0.00
HONDA,ACCORD,2010.00,349.00,200.00,57.30,149.00,42.70,16.00,4.60,67.00,19.20,52.00,14.90,19.00,5.40,39.00,11.20,2.00,0.60,5.00,1.40,41.00,11.70,16.00,4.60,18.00,5.20,23.00,6.60,11.00,3.20,1.00,0.30,0.00,0.00
HONDA,ACCORD,2011.00,91.00,49.00,53.80,42.00,46.20,7.00,7.70,18.00,19.80,5.00,5.50,5.00,5.50,9.00,9.90,0.00,0.00,3.00,3.30,4.00,4.40,1.00,1.10,5.00,5.50,7.00,7.70,2.00,2.20,0.00,0.00,0.00,0.00
HONDA,ACCORD,2012.00,272.00,206.00,75.70,66.00,24.30,14.00,5.10,27.00,9.90,9.00,3.30,7.00,2.60,14.00,5.10,1.00,0.40,1.00,0.40,9.00,3.30,5.00,1.80,9.00,3.30,8.00,2.90,1.00,0.40,2.00,0.70,0.00,0.00
HONDA,ACCORD,2013.00,33.00,23.00,69.70,10.00,30.30,0.00,0.00,7.00,21.20,1.00,3.00,1.00,3.00,2.00,6.10,0.00,0.00,0.00,0.00,1.00,3.00,0.00,0.00,1.00,3.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00
HONDA,ACCORD,2014.00,106.00,86.00,81.10,20.00,18.90,6.00,5.70,5.00,4.70,0.00,0.00,1.00,0.90,5.00,4.70,0.00,0.00,2.00,1.90,0.00,0.00,1.00,0.90,1.00,0.90,1.00,0.90,1.00,0.90,1.00,0.90,0.00,0.00
HONDA,ACCORD,2015.00,9.00,7.00,77.80,2.00,22.20,0.00,0.00,2.00,22.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HONDA,ACCORD,2016.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HONDA,ACCORD 2.0 ES 2DR,1998.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,1.00,100.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
HONDA,AIRWAVE,2006.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HONDA,AIRWAVE,2007.00,2.00,1.00,50.00,1.00,50.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HONDA,AIRWAVE,2008.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HONDA,AIRWAVE,2010.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HONDA,CIVIC,1980.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HONDA,CIVIC,1983.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HONDA,CIVIC,1984.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HONDA,CIVIC,1985.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HONDA,CIVIC,1987.00,1.00,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HONDA,CIVIC,1988.00,2.00,0.00,0.00,2.00,100.00,1.00,50.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
